player_id,session_id,session_date,mode,map_name,weapon_primary,kills,deaths,assists,accuracy,win,score,session_duration_min,rank,prestige_level,sessions_last_7d,avg_kd_ratio,hours_played_total,microtransactions_usd,region,device,returned_next_day,ab_group
435914,2568,2025-08-13 16:00:00,Team Deathmatch,Favela,MP5,16,17,5,0.215,0,1510,18.2,Silver,0,5,0.94,116.7,0.0,,PC,1,B
520182,2569,2025-11-29 04:00:00,Hardpoint,Shipment,M4,11,8,2,0.271,0,1040,9.0,Gold,3,5,1.33,268.6,5.11,APAC,Console,0,A
312781,2570,2025-02-21 09:00:00,Hardpoint,Rust,M4,7,9,4,0.186,1,920,15.3,Platinum,1,8,0.8,177.0,3.38,,PC,1,A
553105,2571,2025-04-27 16:00:00,Hardpoint,Rust,Sniper,10,16,3,0.282,0,830,8.5,Platinum,2,6,0.65,161.9,0.44,,Console,0,B
782347,2572,2025-04-26 15:00:00,Hardpoint,Rust,Sniper,5,13,2,0.379,0,340,9.3,Diamond,1,7,0.43,220.8,0.0,APAC,PC,1,B
965146,2573,2025-09-09 20:00:00,Team Deathmatch,Verdansk,Sniper,12,8,4,0.328,0,1240,11.8,Gold,0,11,1.44,180.7,0.0,,PC,1,A
813708,2574,2025-05-26 07:00:00,Search & Destroy,Verdansk,M4,11,7,3,0.24,0,1110,6.3,Bronze,0,2,1.5,115.0,0.0,APAC,Console,0,A
648884,2575,2025-11-04 15:00:00,Search & Destroy,Verdansk,LMG,9,7,2,0.28,0,860,7.1,Platinum,1,6,1.25,156.9,6.24,,Console,0,A
950538,2576,2025-06-10 10:00:00,Team Deathmatch,Favela,MP5,17,16,3,0.168,0,1530,12.6,Silver,0,6,1.06,176.6,0.0,APAC,PC,0,A
159182,2577,2025-07-28 05:00:00,Hardpoint,Highrise,Sniper,9,7,4,0.214,1,1160,12.0,Silver,3,6,1.25,58.7,2.74,,PC,1,A
449307,2578,2025-02-07 02:00:00,Hardpoint,Shipment,M4,12,17,3,0.313,1,1210,12.8,Bronze,0,1,0.72,115.2,0.0,EU,Console,0,B
401454,2579,2025-09-04 16:00:00,Hardpoint,Shipment,LMG,10,8,3,0.388,0,990,15.9,Gold,0,8,1.22,129.4,0.0,EU,Console,1,A
418232,2580,2025-02-19 12:00:00,Team Deathmatch,Terminal,MP5,13,7,2,0.282,1,1460,10.4,Platinum,0,7,1.75,230.7,0.0,,PC,0,B
753091,2581,2025-08-24 04:00:00,Hardpoint,Terminal,MP5,9,5,3,0.421,0,950,9.7,Bronze,2,7,1.67,8.5,1.06,,PC,1,A
239978,2582,2025-01-31 20:00:00,Domination,Terminal,LMG,15,12,2,0.394,1,1560,14.7,Silver,2,8,1.23,69.3,0.0,EU,PC,0,B
923346,2583,2025-02-27 01:00:00,Hardpoint,Rust,LMG,9,6,1,0.353,1,1030,10.0,Gold,0,3,1.43,166.0,0.0,APAC,Console,1,A
996782,2584,2025-03-25 08:00:00,Search & Destroy,Shipment,AK-47,17,16,3,0.286,0,1530,15.1,Bronze,0,2,1.06,151.2,0.0,,PC,1,B
669667,2585,2025-03-03 07:00:00,Search & Destroy,Terminal,LMG,11,14,6,0.275,0,1120,4.0,Bronze,0,4,0.8,127.3,0.0,,Console,0,A
571828,2586,2025-03-06 00:00:00,Team Deathmatch,Highrise,Sniper,9,10,1,0.189,1,950,13.1,Gold,0,2,0.91,74.4,0.0,LATAM,PC,0,A
870188,2587,2025-01-14 06:00:00,Hardpoint,Terminal,M4,10,11,4,0.257,1,1180,12.9,Platinum,2,6,0.92,64.0,2.65,,Console,1,A
358517,2588,2025-08-03 17:00:00,Battle Royale,Shipment,AK-47,14,15,4,0.124,1,1500,18.3,Platinum,0,9,0.94,174.0,0.0,EU,PC,0,A
540097,2589,2025-03-20 22:00:00,Team Deathmatch,Verdansk,MP5,16,6,2,0.21,0,1580,14.8,Silver,0,6,2.43,77.6,0.0,APAC,PC,0,A
408557,2590,2025-11-29 23:00:00,Battle Royale,Rust,MP5,14,9,4,0.306,1,1620,16.2,Silver,0,12,1.5,69.0,0.0,,Console,1,A
237084,2591,2025-12-25 00:00:00,Search & Destroy,Rust,Sniper,7,7,3,0.284,1,910,11.9,Platinum,1,5,1.0,33.2,5.76,EU,PC,0,A
805475,2592,2025-09-05 07:00:00,Search & Destroy,Rust,M4,9,9,2,0.412,0,820,13.3,Platinum,0,11,1.0,70.3,0.0,,Console,1,B
893583,2593,2025-01-31 03:00:00,Domination,Verdansk,Shotgun,9,8,2,0.166,1,1040,7.9,Platinum,0,7,1.11,159.9,0.0,EU,PC,1,A
682004,2594,2025-04-08 01:00:00,Domination,Verdansk,Shotgun,9,13,3,0.437,0,790,9.9,Platinum,1,5,0.71,133.7,0.0,,Console,1,B
980179,2595,2025-04-26 10:00:00,Battle Royale,Favela,Sniper,7,9,6,0.301,0,820,14.0,Platinum,0,10,0.8,132.2,0.0,,PC,0,B
848013,2596,2025-11-11 09:00:00,Domination,Rust,LMG,11,12,5,0.332,1,1310,20.2,Silver,0,6,0.92,193.8,0.0,EU,PC,1,A
791738,2597,2025-07-21 22:00:00,Team Deathmatch,Rust,Shotgun,14,10,2,0.405,1,1500,15.8,Platinum,2,1,1.36,5.0,0.0,,Console,0,B
798012,2598,2025-01-12 03:00:00,Hardpoint,Shipment,AK-47,17,13,3,0.333,0,1590,14.8,Diamond,0,3,1.29,45.7,0.0,,Console,1,B
303502,2599,2025-01-24 17:00:00,Team Deathmatch,Highrise,Shotgun,8,8,2,0.054,1,940,16.3,Bronze,1,4,1.0,81.3,3.05,APAC,PC,0,A
244539,2600,2025-03-24 05:00:00,Search & Destroy,Favela,LMG,11,7,2,0.445,0,1060,14.0,Platinum,0,9,1.5,154.4,0.0,EU,PC,1,B
524226,2601,2025-04-28 14:00:00,Hardpoint,Shipment,M4,19,13,3,0.24,0,1790,12.7,Gold,0,8,1.43,75.4,0.0,,Console,1,B
621863,2602,2025-07-05 20:00:00,Battle Royale,Favela,LMG,7,15,4,0.237,1,800,11.5,Gold,0,5,0.5,118.6,0.0,APAC,PC,0,A
221999,2603,2025-01-12 06:00:00,Search & Destroy,Terminal,M4,7,7,3,0.352,0,710,9.0,Gold,0,2,1.0,170.3,0.0,,PC,1,A
214793,2604,2025-11-15 09:00:00,Team Deathmatch,Highrise,MP5,10,12,1,0.206,1,1010,7.3,Diamond,0,9,0.85,9.8,0.0,,PC,0,A
557373,2605,2025-10-06 08:00:00,Domination,Verdansk,Shotgun,11,9,5,0.316,0,1170,11.5,Platinum,0,3,1.2,169.6,0.0,,PC,1,B
470321,2606,2025-02-22 09:00:00,Search & Destroy,Shipment,Shotgun,13,9,5,0.113,0,1370,11.4,Diamond,1,8,1.4,219.6,13.9,,PC,1,A
112289,2607,2025-12-10 18:00:00,Domination,Verdansk,Sniper,12,10,0,0.274,1,1200,8.9,Gold,4,3,1.18,174.8,5.7,EU,Console,0,B
800336,2608,2025-08-12 18:00:00,Battle Royale,Terminal,MP5,12,6,3,0.311,0,1230,13.8,Bronze,0,8,1.86,144.1,0.0,,PC,0,A
798956,2609,2025-07-22 10:00:00,Search & Destroy,Rust,Sniper,15,10,6,0.213,0,1600,16.8,Silver,0,10,1.45,47.4,0.0,,PC,1,B
855801,2610,2025-12-24 13:00:00,Team Deathmatch,Verdansk,Sniper,19,16,4,0.205,1,1980,10.1,Bronze,1,7,1.18,108.9,4.02,,PC,1,B
357368,2611,2025-10-19 15:00:00,Battle Royale,Favela,MP5,7,8,5,0.358,1,990,12.7,Silver,1,9,0.89,156.3,0.9,APAC,Console,0,B
186365,2612,2025-01-06 00:00:00,Team Deathmatch,Shipment,MP5,13,16,3,0.279,1,1330,9.5,Bronze,1,4,0.82,74.4,0.0,EU,Console,0,A
854950,2613,2025-10-15 20:00:00,Team Deathmatch,Favela,Shotgun,11,10,5,0.223,1,1350,15.0,Silver,0,5,1.09,76.4,0.0,,PC,1,B
275211,2614,2025-04-06 23:00:00,Search & Destroy,Favela,AK-47,13,7,4,0.323,0,1360,13.9,Bronze,1,2,1.75,165.3,5.4,,Console,0,A
279785,2615,2025-07-22 13:00:00,Battle Royale,Shipment,MP5,18,10,7,0.209,0,1950,9.5,Gold,1,4,1.73,160.3,0.93,,Console,1,A
172588,2616,2025-05-02 07:00:00,Hardpoint,Rust,M4,16,9,5,0.132,0,1670,13.8,Platinum,0,8,1.7,118.0,0.0,,PC,1,A
163646,2617,2025-10-29 12:00:00,Domination,Favela,Sniper,12,15,2,0.148,0,1000,4.0,Gold,0,9,0.81,13.0,0.0,APAC,Console,0,B
365798,2618,2025-08-20 21:00:00,Domination,Shipment,M4,20,8,6,0.275,0,2140,14.4,Gold,0,5,2.33,224.5,0.0,,Console,0,B
582238,2619,2025-09-30 03:00:00,Domination,Highrise,MP5,15,12,5,0.255,1,1710,9.1,Platinum,0,6,1.23,161.1,0.0,,PC,0,B
905175,2620,2025-02-16 05:00:00,Domination,Shipment,M4,19,4,2,0.254,0,1920,7.9,Silver,2,2,4.0,100.3,9.19,,Console,0,B
934800,2621,2025-10-16 17:00:00,Team Deathmatch,Shipment,M4,17,8,4,0.307,1,1940,8.6,Platinum,3,5,2.0,145.0,4.7,LATAM,Console,0,B
845385,2622,2025-02-22 02:00:00,Hardpoint,Shipment,MP5,13,10,2,0.116,0,1200,9.0,Gold,1,5,1.27,114.4,3.63,APAC,Console,0,A
829532,2623,2025-12-07 17:00:00,Battle Royale,Favela,MP5,18,11,4,0.323,1,1980,6.8,Bronze,2,7,1.58,193.4,0.62,APAC,Console,0,A
219735,2624,2025-03-10 17:00:00,Domination,Favela,MP5,16,12,4,0.22,0,1560,17.1,Gold,1,9,1.31,171.3,1.88,,PC,0,A
255683,2625,2025-11-03 07:00:00,Team Deathmatch,Terminal,M4,24,5,6,0.284,1,2800,12.4,Bronze,0,4,4.17,158.3,0.0,EU,Console,1,A
732259,2626,2025-09-04 07:00:00,Search & Destroy,Rust,LMG,14,6,5,0.339,0,1530,15.8,Gold,0,4,2.14,107.1,0.0,,PC,1,B
636437,2627,2025-05-04 04:00:00,Search & Destroy,Verdansk,M4,10,8,1,0.393,1,1090,15.2,Silver,4,7,1.22,119.4,12.3,EU,PC,0,A
462246,2628,2025-08-31 20:00:00,Battle Royale,Shipment,LMG,19,14,5,0.203,0,1870,12.1,Bronze,4,3,1.33,67.5,3.89,LATAM,Console,1,A
421333,2629,2025-07-28 02:00:00,Team Deathmatch,Rust,Sniper,13,7,4,0.355,0,1360,18.1,Gold,0,5,1.75,43.8,0.0,,Console,0,B
863264,2630,2025-09-26 04:00:00,Team Deathmatch,Shipment,M4,16,10,5,0.325,1,1850,18.2,Gold,2,6,1.55,98.5,2.15,,Console,0,B
957463,2631,2025-12-28 12:00:00,Hardpoint,Shipment,MP5,17,8,4,0.264,1,1940,12.8,Diamond,2,11,2.0,191.1,4.76,APAC,PC,0,A
666956,2632,2025-11-14 06:00:00,Hardpoint,Terminal,LMG,9,9,0,0.323,0,720,13.6,Bronze,3,3,1.0,136.8,1.29,LATAM,PC,0,A
506889,2633,2025-03-13 11:00:00,Domination,Rust,Sniper,11,10,3,0.24,1,1250,9.4,Diamond,1,11,1.09,61.6,1.79,EU,Console,1,A
712492,2634,2025-12-06 14:00:00,Hardpoint,Rust,M4,10,12,3,0.193,1,1110,11.7,Platinum,1,4,0.85,172.0,4.38,EU,PC,1,A
311830,2635,2025-05-26 03:00:00,Team Deathmatch,Verdansk,MP5,14,8,4,0.366,1,1640,11.7,Diamond,0,12,1.67,132.7,0.0,EU,PC,1,B
296501,2636,2025-11-16 19:00:00,Domination,Shipment,MP5,16,16,1,0.261,1,1530,8.6,Silver,2,3,1.0,142.4,4.01,,Console,1,B
516885,2637,2025-03-15 05:00:00,Hardpoint,Verdansk,Shotgun,12,13,2,0.421,1,1240,16.1,Silver,0,7,0.93,181.8,0.0,APAC,PC,0,B
265140,2638,2025-03-17 09:00:00,Domination,Verdansk,LMG,12,15,1,0.402,1,1150,11.8,Gold,2,2,0.81,196.6,3.63,APAC,PC,0,A
844149,2639,2025-08-19 19:00:00,Hardpoint,Rust,M4,9,9,4,0.18,0,920,9.3,Gold,1,5,1.0,155.5,9.52,EU,Console,0,B
240507,2640,2025-09-10 00:00:00,Domination,Favela,AK-47,5,14,2,0.412,1,520,7.9,Gold,1,7,0.4,228.0,3.98,APAC,PC,1,A
325160,2641,2025-02-17 23:00:00,Domination,Terminal,AK-47,11,12,6,0.268,0,1160,18.0,Gold,1,7,0.92,226.5,0.73,APAC,Console,1,B
283321,2642,2025-08-17 20:00:00,Domination,Shipment,LMG,17,16,4,0.317,1,1780,8.4,Diamond,3,12,1.06,176.6,4.96,APAC,PC,1,A
661672,2643,2025-10-07 15:00:00,Domination,Highrise,MP5,9,8,5,0.308,1,1190,10.4,Bronze,0,4,1.11,164.1,0.0,EU,PC,0,B
621998,2644,2025-09-20 14:00:00,Team Deathmatch,Favela,Shotgun,11,12,0,0.201,0,860,16.7,Silver,3,6,0.92,135.4,5.91,LATAM,PC,0,A
706217,2645,2025-07-17 19:00:00,Hardpoint,Highrise,MP5,16,8,1,0.249,1,1690,8.8,Gold,1,10,1.89,111.8,2.35,LATAM,PC,0,A
700441,2646,2025-12-17 02:00:00,Search & Destroy,Verdansk,Sniper,10,9,4,0.376,1,1220,11.7,Platinum,1,5,1.1,40.0,0.0,,Console,0,B
859416,2647,2025-07-15 01:00:00,Domination,Shipment,AK-47,19,16,4,0.304,1,1980,15.4,Gold,0,10,1.18,203.3,0.0,,PC,1,A
175388,2648,2025-04-15 11:00:00,Team Deathmatch,Rust,LMG,16,11,1,0.178,0,1430,9.5,Gold,2,11,1.42,120.8,0.0,EU,Console,1,B
655689,2649,2025-05-04 11:00:00,Battle Royale,Shipment,MP5,15,13,4,0.357,0,1440,4.9,Platinum,0,4,1.14,139.9,0.0,EU,PC,1,A
618727,2650,2025-05-23 20:00:00,Team Deathmatch,Verdansk,Shotgun,11,13,5,0.184,1,1290,12.2,Diamond,1,8,0.86,144.6,1.04,EU,Console,0,A
827191,2651,2025-11-09 06:00:00,Team Deathmatch,Highrise,AK-47,11,9,5,0.356,1,1370,4.0,Gold,4,5,1.2,158.3,6.37,,Console,0,A
743791,2652,2025-06-14 19:00:00,Domination,Favela,Sniper,6,13,4,0.403,1,740,5.6,Bronze,1,3,0.5,123.5,8.9,APAC,Console,0,B
332601,2653,2025-06-04 09:00:00,Search & Destroy,Shipment,MP5,11,14,3,0.198,1,1170,14.7,Platinum,0,6,0.8,95.7,0.0,APAC,PC,0,B
227834,2654,2025-06-18 06:00:00,Domination,Shipment,M4,22,9,1,0.37,1,2270,11.5,Diamond,3,8,2.3,115.2,0.0,APAC,Console,0,B
134084,2655,2025-01-30 17:00:00,Hardpoint,Verdansk,MP5,11,9,4,0.357,1,1320,12.1,Diamond,0,8,1.2,150.8,0.0,EU,Console,0,A
351459,2656,2025-10-30 12:00:00,Domination,Highrise,MP5,12,11,4,0.422,1,1380,15.4,Gold,3,4,1.08,16.0,2.08,APAC,PC,0,B
734929,2657,2025-10-20 03:00:00,Team Deathmatch,Rust,M4,21,9,5,0.184,1,2370,12.6,Gold,2,7,2.2,171.1,0.0,APAC,PC,0,A
205111,2658,2025-12-22 01:00:00,Domination,Shipment,M4,15,14,2,0.175,1,1520,14.4,Bronze,0,10,1.07,200.9,0.0,,Console,0,B
549042,2659,2025-03-14 18:00:00,Search & Destroy,Rust,MP5,9,1,1,0.231,0,930,11.0,Bronze,0,3,5.0,203.4,0.0,APAC,Console,1,B
529667,2660,2025-02-20 07:00:00,Hardpoint,Shipment,AK-47,9,13,1,0.189,1,890,19.0,Silver,1,3,0.71,119.0,1.15,,Console,0,B
762587,2661,2025-02-02 16:00:00,Team Deathmatch,Verdansk,MP5,11,6,1,0.495,1,1230,6.5,Bronze,0,7,1.71,178.9,0.0,,Console,1,B
262982,2662,2025-04-23 08:00:00,Team Deathmatch,Terminal,MP5,22,8,2,0.285,0,2140,18.4,Silver,0,3,2.56,165.9,0.0,,Console,1,A
398185,2663,2025-10-22 17:00:00,Hardpoint,Favela,M4,12,7,4,0.287,0,1260,10.3,Silver,1,7,1.62,30.5,1.76,APAC,PC,1,B
975352,2664,2025-07-29 20:00:00,Search & Destroy,Terminal,M4,13,6,4,0.411,0,1380,8.0,Gold,0,4,2.0,135.0,0.0,EU,Console,1,B
427825,2665,2025-10-24 23:00:00,Domination,Rust,Shotgun,13,12,5,0.234,0,1310,17.4,Gold,0,5,1.08,87.1,0.0,EU,PC,1,B
334386,2666,2025-06-04 22:00:00,Hardpoint,Rust,M4,9,13,0,0.318,1,840,9.9,Diamond,3,7,0.71,198.4,6.21,,Console,1,A
443715,2667,2025-08-29 15:00:00,Team Deathmatch,Verdansk,Sniper,13,10,3,0.155,1,1450,9.4,Platinum,0,7,1.27,34.1,0.0,EU,Console,0,B
296553,2668,2025-11-26 14:00:00,Domination,Verdansk,MP5,10,10,5,0.255,1,1250,4.0,Silver,0,6,1.0,204.1,0.0,,Console,0,B
561792,2669,2025-04-23 05:00:00,Team Deathmatch,Terminal,LMG,20,11,2,0.419,1,2080,12.9,Platinum,0,4,1.75,102.1,0.0,,PC,0,A
601174,2670,2025-01-27 01:00:00,Search & Destroy,Rust,M4,15,8,0,0.385,0,1340,18.4,Bronze,0,7,1.78,154.1,0.0,LATAM,Console,1,B
884625,2671,2025-06-04 12:00:00,Domination,Shipment,Shotgun,17,14,4,0.318,0,1620,13.1,Platinum,4,7,1.2,85.8,4.75,,Console,1,B
751844,2672,2025-10-13 19:00:00,Search & Destroy,Shipment,MP5,13,10,4,0.268,0,1300,12.6,Bronze,0,7,1.27,71.5,0.0,,Console,0,A
295246,2673,2025-11-17 12:00:00,Search & Destroy,Favela,M4,9,8,4,0.285,1,1140,17.2,Silver,0,5,1.11,133.3,0.0,,PC,0,A
650448,2674,2025-09-24 14:00:00,Search & Destroy,Favela,AK-47,12,9,3,0.316,0,1170,12.2,Bronze,0,9,1.3,154.4,0.0,LATAM,PC,0,A
346242,2675,2025-10-30 04:00:00,Domination,Terminal,MP5,13,11,1,0.129,0,1130,10.2,Silver,0,3,1.17,160.9,0.0,LATAM,PC,0,A
611083,2676,2025-03-06 19:00:00,Team Deathmatch,Verdansk,AK-47,17,8,5,0.414,1,1990,7.9,Silver,4,7,2.0,70.0,3.74,APAC,Console,1,A
117633,2677,2025-06-24 11:00:00,Battle Royale,Terminal,AK-47,11,9,5,0.155,0,1170,11.0,Gold,0,4,1.2,138.1,0.0,,Console,0,B
903446,2678,2025-11-20 15:00:00,Search & Destroy,Terminal,LMG,14,9,3,0.186,0,1370,10.1,Silver,0,7,1.5,150.6,0.0,EU,PC,1,B
966964,2679,2025-01-02 12:00:00,Search & Destroy,Shipment,AK-47,12,12,3,0.12,0,1110,15.4,Diamond,1,5,1.0,82.3,0.81,APAC,Console,0,B
149104,2680,2025-03-16 11:00:00,Team Deathmatch,Verdansk,MP5,15,6,3,0.336,0,1530,11.8,Platinum,1,3,2.29,103.1,1.23,APAC,Console,0,A
963663,2681,2025-09-19 19:00:00,Domination,Favela,Sniper,10,14,2,0.437,1,1020,14.6,Gold,1,4,0.73,47.0,4.45,EU,PC,0,B
168388,2682,2025-12-02 20:00:00,Search & Destroy,Shipment,Shotgun,17,13,2,0.176,1,1740,8.0,Diamond,1,5,1.29,76.7,5.4,LATAM,Console,0,A
640302,2683,2025-12-03 01:00:00,Team Deathmatch,Favela,M4,14,9,5,0.233,1,1670,9.3,Gold,1,5,1.5,138.5,3.41,APAC,PC,0,B
192578,2684,2025-06-11 16:00:00,Hardpoint,Terminal,Sniper,10,12,1,0.236,0,810,13.5,Bronze,2,3,0.85,160.6,2.25,EU,Console,0,A
789115,2685,2025-09-05 04:00:00,Domination,Verdansk,MP5,18,7,1,0.218,1,1910,6.2,Gold,0,7,2.38,5.0,0.0,,Console,1,A
664678,2686,2025-12-14 00:00:00,Team Deathmatch,Highrise,M4,10,11,2,0.268,1,1080,8.6,Bronze,0,5,0.92,85.6,0.0,EU,Console,1,B
385855,2687,2025-09-21 21:00:00,Team Deathmatch,Favela,AK-47,12,21,1,0.267,1,1030,16.6,Bronze,0,3,0.59,64.0,0.0,,PC,0,A
191658,2688,2025-08-28 23:00:00,Domination,Verdansk,M4,11,11,4,0.35,0,1080,15.0,Diamond,0,10,1.0,96.8,0.0,APAC,Console,1,A
157993,2689,2025-09-28 05:00:00,Team Deathmatch,Shipment,AK-47,20,14,2,0.278,0,1820,6.2,Platinum,3,3,1.4,247.1,2.44,EU,PC,1,B
305768,2690,2025-07-31 03:00:00,Hardpoint,Favela,AK-47,15,9,3,0.164,1,1670,10.9,Gold,2,8,1.6,42.4,0.0,EU,Console,1,B
258285,2691,2025-01-28 13:00:00,Team Deathmatch,Verdansk,AK-47,16,12,6,0.385,0,1660,14.7,Gold,0,7,1.31,110.7,0.0,APAC,Console,1,B
871148,2692,2025-11-29 05:00:00,Team Deathmatch,Terminal,MP5,14,6,5,0.393,1,1730,11.7,Silver,0,3,2.14,109.9,0.0,LATAM,Console,0,A
551000,2693,2025-09-24 02:00:00,Battle Royale,Favela,Sniper,9,8,3,0.237,0,890,14.9,Bronze,0,5,1.11,143.7,0.0,,PC,0,B
893853,2694,2025-11-25 15:00:00,Domination,Highrise,MP5,16,8,8,0.351,0,1840,11.0,Platinum,0,2,1.89,159.2,0.0,EU,Console,0,B
842296,2695,2025-01-18 06:00:00,Domination,Rust,Sniper,17,7,4,0.374,1,1960,17.6,Gold,0,5,2.25,131.5,0.0,APAC,Console,0,A
642015,2696,2025-10-13 10:00:00,Search & Destroy,Shipment,Shotgun,10,11,3,0.276,0,930,8.7,Silver,1,5,0.92,59.1,0.46,,PC,0,B
998850,2697,2025-12-22 14:00:00,Battle Royale,Verdansk,Shotgun,16,11,2,0.244,0,1480,11.6,Gold,0,4,1.42,76.1,0.0,,Console,0,A
628646,2698,2025-04-24 17:00:00,Team Deathmatch,Verdansk,Shotgun,10,9,4,0.402,0,1020,10.9,Silver,3,3,1.1,68.5,3.17,,Console,0,A
427252,2699,2025-06-12 09:00:00,Domination,Highrise,M4,4,8,2,0.275,0,340,14.1,Silver,0,3,0.56,152.4,0.0,,Console,0,B
357681,2700,2025-04-01 09:00:00,Hardpoint,Favela,AK-47,11,18,2,0.375,1,1040,22.3,Gold,3,5,0.63,66.8,0.0,APAC,Console,0,B
194018,2701,2025-03-20 06:00:00,Domination,Verdansk,MP5,11,8,4,0.477,0,1140,4.0,Gold,0,4,1.33,120.5,0.0,EU,PC,1,B
486601,2702,2025-09-26 22:00:00,Search & Destroy,Verdansk,AK-47,12,8,2,0.35,1,1340,17.9,Bronze,1,6,1.44,121.6,4.27,EU,PC,1,A
394054,2703,2025-07-10 10:00:00,Battle Royale,Shipment,M4,12,10,3,0.165,0,1150,16.6,Gold,2,7,1.18,108.8,4.81,,PC,1,B
751176,2704,2025-03-05 03:00:00,Battle Royale,Verdansk,AK-47,9,11,1,0.211,0,730,13.6,Silver,2,4,0.83,183.0,10.11,,PC,0,A
329104,2705,2025-01-24 22:00:00,Team Deathmatch,Shipment,LMG,18,14,4,0.208,0,1720,11.2,Platinum,4,10,1.27,156.0,8.68,,Console,1,A
942186,2706,2025-04-30 11:00:00,Team Deathmatch,Rust,AK-47,11,9,3,0.318,0,1070,9.1,Diamond,0,10,1.2,135.8,0.0,,Console,0,A
293510,2707,2025-05-28 16:00:00,Battle Royale,Terminal,MP5,13,14,3,0.119,0,1170,15.6,Gold,1,3,0.93,131.6,8.86,LATAM,Console,0,A
209847,2708,2025-07-06 13:00:00,Domination,Rust,M4,4,5,5,0.281,0,550,14.7,Gold,1,7,0.83,93.9,7.86,EU,Console,0,A
544717,2709,2025-01-03 23:00:00,Team Deathmatch,Rust,Sniper,10,10,3,0.222,0,950,6.4,Gold,1,6,1.0,64.5,7.08,EU,Console,0,B
554162,2710,2025-05-05 04:00:00,Search & Destroy,Shipment,MP5,11,17,4,0.101,1,1160,18.4,Diamond,0,13,0.67,54.5,0.0,LATAM,PC,1,A
924899,2711,2025-08-17 20:00:00,Domination,Rust,M4,11,14,5,0.276,1,1270,11.8,Gold,2,9,0.8,46.7,0.0,,Console,0,A
396037,2712,2025-07-18 07:00:00,Team Deathmatch,Shipment,LMG,14,9,2,0.165,1,1520,5.1,Silver,2,4,1.5,241.3,17.0,EU,Console,1,B
176329,2713,2025-12-03 20:00:00,Battle Royale,Terminal,Shotgun,10,4,3,0.21,1,1270,17.2,Silver,1,6,2.2,130.8,1.46,APAC,Console,1,A
131007,2714,2025-01-02 15:00:00,Team Deathmatch,Verdansk,Sniper,16,8,2,0.342,0,1540,7.4,Bronze,0,11,1.89,119.7,0.0,EU,Console,0,A
794892,2715,2025-08-12 21:00:00,Team Deathmatch,Highrise,LMG,18,9,3,0.263,1,1970,13.0,Silver,0,7,1.9,193.5,0.0,EU,PC,1,B
416397,2716,2025-11-12 05:00:00,Team Deathmatch,Verdansk,MP5,10,18,6,0.371,0,940,19.3,Gold,1,7,0.58,153.7,4.94,EU,PC,1,A
112323,2717,2025-03-21 04:00:00,Hardpoint,Terminal,Sniper,8,8,5,0.347,1,1090,11.0,Bronze,2,5,1.0,198.4,2.78,,Console,0,A
997767,2718,2025-04-03 09:00:00,Team Deathmatch,Verdansk,M4,12,5,2,0.371,1,1400,12.8,Silver,0,6,2.17,94.1,0.0,,PC,1,A
212356,2719,2025-07-19 20:00:00,Domination,Rust,Sniper,8,12,1,0.381,1,810,8.5,Silver,5,4,0.69,71.4,0.0,APAC,Console,1,B
735232,2720,2025-07-11 22:00:00,Hardpoint,Shipment,M4,13,16,6,0.25,1,1480,18.6,Diamond,0,9,0.82,128.9,0.0,,Console,1,A
304451,2721,2025-02-23 11:00:00,Search & Destroy,Verdansk,M4,14,8,7,0.259,0,1590,15.1,Gold,0,6,1.67,44.2,0.0,EU,Console,1,A
378600,2722,2025-12-27 10:00:00,Team Deathmatch,Favela,MP5,17,7,6,0.197,1,2060,11.6,Gold,0,4,2.25,108.6,0.0,LATAM,Console,1,B
655655,2723,2025-02-03 23:00:00,Search & Destroy,Verdansk,M4,10,10,1,0.309,0,850,7.1,Gold,1,2,1.0,82.2,4.83,EU,Console,0,A
154624,2724,2025-04-15 15:00:00,Team Deathmatch,Favela,MP5,16,6,1,0.287,0,1530,12.5,Gold,0,6,2.43,114.6,0.0,,PC,1,A
503322,2725,2025-01-11 06:00:00,Hardpoint,Shipment,MP5,16,12,2,0.192,0,1460,14.7,Silver,1,6,1.31,139.5,0.31,EU,PC,0,A
334565,2726,2025-07-21 01:00:00,Domination,Highrise,Sniper,12,14,5,0.289,1,1370,13.5,Gold,1,6,0.87,165.5,3.77,LATAM,PC,0,A
168008,2727,2025-09-29 12:00:00,Team Deathmatch,Favela,M4,12,8,0,0.354,0,1040,11.3,Silver,2,3,1.44,33.0,0.2,,Console,0,A
477539,2728,2025-01-18 08:00:00,Search & Destroy,Verdansk,M4,10,5,2,0.252,0,1000,14.9,Gold,0,7,1.83,37.2,0.0,,Console,1,B
216492,2729,2025-10-07 06:00:00,Team Deathmatch,Verdansk,MP5,13,10,7,0.29,1,1650,14.4,Silver,3,3,1.27,154.8,13.41,APAC,Console,0,A
172240,2730,2025-06-04 21:00:00,Team Deathmatch,Rust,Sniper,10,9,1,0.308,1,1070,15.2,Platinum,0,11,1.1,170.2,0.0,,PC,0,B
426459,2731,2025-01-05 11:00:00,Domination,Shipment,M4,14,10,4,0.324,1,1600,13.1,Silver,1,7,1.36,57.1,3.38,,Console,0,A
825947,2732,2025-07-08 01:00:00,Hardpoint,Shipment,MP5,14,16,6,0.325,0,1380,13.8,Platinum,1,2,0.88,104.2,12.16,,Console,0,B
